
-----------------------------Channel Probabilities------------------------------

Channel 0:	Stay Success:  0.850100573702816	Stay Failure:  0.8032720613898353
Channel 991: 0
Channel 990: 0
Channel 99: 0
Channel 989: 0
Channel 988: 0
Channel 987: 0
Channel 986: 0
Channel 985: 0
Channel 983: 0
Channel 982: 0
Channel 981: 0
Channel 980: 0
Channel 98: 0
Channel 979: 0
Channel 978: 0
Channel 977: 0
Channel 976: 0
Channel 974: 0
Channel 973: 0
Channel 972: 0
Channel 971: 0
Channel 970: 0
Channel 97: 0
Channel 969: 0
Channel 968: 0
Channel 967: 0
Channel 965: 0
Channel 963: 0
Channel 962: 0
Channel 961: 0
Channel 960: 0
Channel 958: 0
Channel 957: 0
Channel 956: 0
Channel 955: 0
Channel 953: 0
Channel 952: 0
Channel 951: 0
Channel 950: 0
Channel 95: 0
Channel 949: 0
Channel 948: 0
Channel 947: 0
Channel 946: 0
Channel 945: 0
Channel 944: 0
Channel 943: 0
Channel 942: 0
Channel 941: 0
Channel 94: 0
Channel 939: 0
Channel 938: 0
Channel 937: 0
Channel 936: 0
Channel 935: 0
Channel 934: 0
Channel 932: 0
Channel 931: 0
Channel 930: 0
Channel 93: 0
Channel 929: 0
Channel 928: 0
Channel 927: 0
Channel 926: 0
Channel 925: 0
Channel 923: 0
Channel 922: 0
Channel 921: 0
Channel 920: 0
Channel 92: 0
Channel 919: 0
Channel 918: 0
Channel 917: 0
Channel 916: 0
Channel 914: 0
Channel 913: 0
Channel 912: 0
Channel 911: 0
Channel 910: 0
Channel 91: 0
Channel 909: 0
Channel 908: 0
Channel 907: 0
Channel 906: 0
Channel 905: 0
Channel 903: 0
Channel 902: 0
Channel 901: 0
Channel 900: 0
Channel 90: 0
Channel 9: 0
Channel 899: 0
Channel 898: 0
Channel 897: 0
Channel 896: 0
Channel 895: 0
Channel 894: 0
Channel 892: 0
Channel 891: 0
Channel 890: 0
Channel 89: 0
Channel 889: 0
Channel 888: 0
Channel 887: 0
Channel 886: 0
Channel 885: 0
Channel 884: 0
Channel 883: 0
Channel 882: 0
Channel 881: 0
Channel 880: 0
Channel 88: 0
Channel 879: 0
Channel 878: 0
Channel 877: 0
Channel 876: 0
Channel 875: 0
Channel 874: 0
Channel 873: 0
Channel 872: 0
Channel 871: 0
Channel 870: 0
Channel 87: 0
Channel 869: 0
Channel 868: 0
Channel 867: 0
Channel 865: 0
Channel 864: 0
Channel 863: 0
Channel 862: 0
Channel 860: 0
Channel 86: 0
Channel 859: 0
Channel 858: 0
Channel 857: 0
Channel 856: 0
Channel 855: 0
Channel 854: 0
Channel 853: 0
Channel 852: 0
Channel 851: 0
Channel 85: 0
Channel 849: 0
Channel 848: 0
Channel 847: 0
Channel 846: 0
Channel 845: 0
Channel 844: 0
Channel 843: 0
Channel 842: 0
Channel 841: 0
Channel 839: 0
Channel 838: 0
Channel 837: 0
Channel 836: 0
Channel 835: 0
Channel 834: 0
Channel 833: 0
Channel 832: 0
Channel 831: 0
Channel 830: 0
Channel 829: 0
Channel 828: 0
Channel 827: 0
Channel 826: 0
Channel 824: 0
Channel 823: 0
Channel 822: 0
Channel 821: 0
Channel 820: 0
Channel 82: 0
Channel 819: 0
Channel 818: 0
Channel 817: 0
Channel 816: 0
Channel 815: 0
Channel 814: 0
Channel 813: 0
Channel 812: 0
Channel 811: 0
Channel 810: 0
Channel 81: 0
Channel 809: 0
Channel 808: 0
Channel 807: 0
Channel 806: 0
Channel 805: 0
Channel 803: 0
Channel 802: 0
Channel 801: 0
Channel 800: 0
Channel 80: 0
Channel 8: 0
Channel 799: 0
Channel 798: 0
Channel 797: 0
Channel 796: 0
Channel 794: 0
Channel 793: 0
Channel 792: 0
Channel 791: 0
Channel 790: 0
Channel 79: 0
Channel 789: 0
Channel 788: 0
Channel 787: 0
Channel 786: 0
Channel 785: 0
Channel 784: 0
Channel 783: 0
Channel 782: 0
Channel 781: 0
Channel 78: 0
Channel 779: 0
Channel 778: 0
Channel 777: 0
Channel 776: 0
Channel 775: 0
Channel 774: 0
Channel 773: 0
Channel 772: 0
Channel 771: 0
Channel 770: 0
Channel 77: 0
Channel 769: 0
Channel 768: 0
Channel 767: 0
Channel 766: 0
Channel 765: 0
Channel 764: 0
Channel 763: 0
Channel 762: 0
Channel 761: 0
Channel 760: 0
Channel 76: 0
Channel 759: 0
Channel 758: 0
Channel 757: 0
Channel 756: 0
Channel 755: 0
Channel 751: 0
Channel 75: 0
Channel 749: 0
Channel 748: 0
Channel 747: 0
Channel 746: 0
Channel 745: 0
Channel 744: 0
Channel 743: 0
Channel 740: 0
Channel 74: 0
Channel 739: 0
Channel 738: 0
Channel 737: 0
Channel 736: 0
Channel 735: 0
Channel 733: 0
Channel 732: 0
Channel 731: 0
Channel 730: 0
Channel 73: 0
Channel 729: 0
Channel 728: 0
Channel 726: 0
Channel 725: 0
Channel 722: 0
Channel 721: 0
Channel 720: 0
Channel 72: 0
Channel 719: 0
Channel 718: 0
Channel 717: 0
Channel 716: 0
Channel 715: 0
Channel 714: 0
Channel 713: 0
Channel 711: 0
Channel 709: 0
Channel 708: 0
Channel 707: 0
Channel 706: 0
Channel 705: 0
Channel 703: 0
Channel 702: 0
Channel 700: 0
Channel 70: 0
Channel 7: 0
Channel 699: 0
Channel 698: 0
Channel 697: 0
Channel 696: 0
Channel 695: 0
Channel 694: 0
Channel 692: 0
Channel 691: 0
Channel 690: 0
Channel 69: 0
Channel 689: 0
Channel 688: 0
Channel 687: 0
Channel 686: 0
Channel 684: 0
Channel 683: 0
Channel 681: 0
Channel 680: 0
Channel 68: 0
Channel 679: 0
Channel 678: 0
Channel 677: 0
Channel 676: 0
Channel 675: 0
Channel 674: 0
Channel 673: 0
Channel 672: 0
Channel 671: 0
Channel 670: 0
Channel 67: 0
Channel 669: 0
Channel 668: 0
Channel 667: 0
Channel 666: 0
Channel 665: 0
Channel 664: 0
Channel 663: 0
Channel 662: 0
Channel 661: 0
Channel 660: 0
Channel 66: 0
Channel 659: 0
Channel 658: 0
Channel 657: 0
Channel 656: 0
Channel 655: 0
Channel 654: 0
Channel 653: 0
Channel 652: 0
Channel 651: 0
Channel 650: 0
Channel 65: 0
Channel 649: 0
Channel 648: 0
Channel 647: 0
Channel 646: 0
Channel 645: 0
Channel 644: 0
Channel 643: 0
Channel 642: 0
Channel 641: 0
Channel 640: 0
Channel 64: 0
Channel 639: 0
Channel 638: 0
Channel 637: 0
Channel 636: 0
Channel 635: 0
Channel 634: 0
Channel 633: 0
Channel 632: 0
Channel 631: 0
Channel 630: 0
Channel 63: 0
Channel 629: 0
Channel 628: 0
Channel 627: 0
Channel 626: 0
Channel 625: 0
Channel 624: 0
Channel 623: 0
Channel 621: 0
Channel 620: 0
Channel 62: 0
Channel 619: 0
Channel 618: 0
Channel 617: 0
Channel 616: 0
Channel 615: 0
Channel 614: 0
Channel 613: 0
Channel 612: 0
Channel 611: 0
Channel 610: 0
Channel 609: 0
Channel 608: 0
Channel 607: 0
Channel 606: 0
Channel 604: 0
Channel 602: 0
Channel 601: 0
Channel 600: 0
Channel 60: 0
Channel 6: 0
Channel 599: 0
Channel 598: 0
Channel 597: 0
Channel 596: 0
Channel 595: 0
Channel 594: 0
Channel 593: 0
Channel 592: 0
Channel 591: 0
Channel 59: 0
Channel 589: 0
Channel 588: 0
Channel 587: 0
Channel 586: 0
Channel 585: 0
Channel 584: 0
Channel 583: 0
Channel 582: 0
Channel 581: 0
Channel 580: 0
Channel 58: 0
Channel 577: 0
Channel 576: 0
Channel 575: 0
Channel 574: 0
Channel 573: 0
Channel 572: 0
Channel 571: 0
Channel 570: 0
Channel 568: 0
Channel 566: 0
Channel 565: 0
Channel 564: 0
Channel 563: 0
Channel 562: 0
Channel 561: 0
Channel 560: 0
Channel 559: 0
Channel 558: 0
Channel 556: 0
Channel 555: 0
Channel 554: 0
Channel 553: 0
Channel 552: 0
Channel 551: 0
Channel 550: 0
Channel 55: 0
Channel 549: 0
Channel 548: 0
Channel 547: 0
Channel 546: 0
Channel 545: 0
Channel 543: 0
Channel 542: 0
Channel 541: 0
Channel 540: 0
Channel 54: 0
Channel 539: 0
Channel 538: 0
Channel 537: 0
Channel 536: 0
Channel 535: 0
Channel 534: 0
Channel 533: 0
Channel 532: 0
Channel 530: 0
Channel 53: 0
Channel 529: 0
Channel 528: 0
Channel 527: 0
Channel 526: 0
Channel 525: 0
Channel 524: 0
Channel 523: 0
Channel 521: 0
Channel 520: 0
Channel 52: 0
Channel 517: 0
Channel 516: 0
Channel 515: 0
Channel 514: 0
Channel 513: 0
Channel 512: 0
Channel 511: 0
Channel 510: 0
Channel 51: 0
Channel 509: 0
Channel 508: 0
Channel 507: 0
Channel 506: 0
Channel 505: 0
Channel 504: 0
Channel 503: 0
Channel 502: 0
Channel 501: 0
Channel 500: 0
Channel 50: 0
Channel 5: 0
Channel 499: 0
Channel 498: 0
Channel 497: 0
Channel 496: 0
Channel 495: 0
Channel 494: 0
Channel 493: 0
Channel 492: 0
Channel 491: 0
Channel 490: 0
Channel 49: 0
Channel 489: 0
Channel 487: 0
Channel 486: 0
Channel 485: 0
Channel 484: 0
Channel 483: 0
Channel 482: 0
Channel 481: 0
Channel 480: 0
Channel 48: 0
Channel 479: 0
Channel 478: 0
Channel 477: 0
Channel 476: 0
Channel 475: 0
Channel 474: 0
Channel 473: 0
Channel 472: 0
Channel 471: 0
Channel 470: 0
Channel 47: 0
Channel 469: 0
Channel 468: 0
Channel 467: 0
Channel 466: 0
Channel 465: 0
Channel 464: 0
Channel 463: 0
Channel 462: 0
Channel 461: 0
Channel 460: 0
Channel 46: 0
Channel 459: 0
Channel 458: 0
Channel 457: 0
Channel 456: 0
Channel 455: 0
Channel 454: 0
Channel 453: 0
Channel 452: 0
Channel 450: 0
Channel 449: 0
Channel 447: 0
Channel 446: 0
Channel 445: 0
Channel 444: 0
Channel 443: 0
Channel 442: 0
Channel 441: 0
Channel 440: 0
Channel 44: 0
Channel 439: 0
Channel 437: 0
Channel 436: 0
Channel 435: 0
Channel 434: 0
Channel 433: 0
Channel 432: 0
Channel 431: 0
Channel 430: 0
Channel 43: 0
Channel 429: 0
Channel 428: 0
Channel 427: 0
Channel 426: 0
Channel 425: 0
Channel 424: 0
Channel 423: 0
Channel 422: 0
Channel 421: 0
Channel 420: 0
Channel 42: 0
Channel 419: 0
Channel 418: 0
Channel 417: 0
Channel 416: 0
Channel 415: 0
Channel 414: 0
Channel 413: 0
Channel 412: 0
Channel 411: 0
Channel 410: 0
Channel 41: 0
Channel 409: 0
Channel 408: 0
Channel 407: 0
Channel 406: 0
Channel 405: 0
Channel 404: 0
Channel 403: 0
Channel 402: 0
Channel 401: 0
Channel 4: 0
Channel 399: 0
Channel 398: 0
Channel 397: 0
Channel 396: 0
Channel 395: 0
Channel 394: 0
Channel 393: 0
Channel 392: 0
Channel 391: 0
Channel 390: 0
Channel 39: 0
Channel 389: 0
Channel 388: 0
Channel 387: 0
Channel 385: 0
Channel 384: 0
Channel 383: 0
Channel 382: 0
Channel 381: 0
Channel 380: 0
Channel 38: 0
Channel 379: 0
Channel 378: 0
Channel 377: 0
Channel 375: 0
Channel 373: 0
Channel 371: 0
Channel 370: 0
Channel 37: 0
Channel 369: 0
Channel 368: 0
Channel 367: 0
Channel 366: 0
Channel 365: 0
Channel 364: 0
Channel 363: 0
Channel 362: 0
Channel 361: 0
Channel 360: 0
Channel 36: 0
Channel 359: 0
Channel 358: 0
Channel 357: 0
Channel 356: 0
Channel 355: 0
Channel 354: 0
Channel 353: 0
Channel 352: 0
Channel 351: 0
Channel 350: 0
Channel 35: 0
Channel 349: 0
Channel 348: 0
Channel 346: 0
Channel 345: 0
Channel 344: 0
Channel 343: 0
Channel 342: 0
Channel 341: 0
Channel 340: 0
Channel 34: 0
Channel 339: 0
Channel 337: 0
Channel 336: 0
Channel 335: 0
Channel 334: 0
Channel 333: 0
Channel 332: 0
Channel 331: 0
Channel 330: 0
Channel 33: 0
Channel 329: 0
Channel 328: 0
Channel 327: 0
Channel 326: 0
Channel 325: 0
Channel 324: 0
Channel 323: 0
Channel 322: 0
Channel 321: 0
Channel 32: 0
Channel 318: 0
Channel 317: 0
Channel 316: 0
Channel 315: 0
Channel 314: 0
Channel 313: 0
Channel 312: 0
Channel 311: 0
Channel 310: 0
Channel 31: 0
Channel 309: 0
Channel 308: 0
Channel 306: 0
Channel 305: 0
Channel 304: 0
Channel 303: 0
Channel 301: 0
Channel 300: 0
Channel 30: 0
Channel 3: 0
Channel 299: 0
Channel 298: 0
Channel 297: 0
Channel 296: 0
Channel 294: 0
Channel 293: 0
Channel 292: 0
Channel 290: 0
Channel 29: 0
Channel 289: 0
Channel 288: 0
Channel 287: 0
Channel 286: 0
Channel 285: 0
Channel 284: 0
Channel 283: 0
Channel 280: 0
Channel 28: 0
Channel 279: 0
Channel 278: 0
Channel 276: 0
Channel 275: 0
Channel 274: 0
Channel 273: 0
Channel 272: 0
Channel 271: 0
Channel 270: 0
Channel 27: 0
Channel 268: 0
Channel 267: 0
Channel 266: 0
Channel 265: 0
Channel 264: 0
Channel 263: 0
Channel 262: 0
Channel 261: 0
Channel 260: 0
Channel 259: 0
Channel 258: 0
Channel 257: 0
Channel 256: 0
Channel 255: 0
Channel 254: 0
Channel 253: 0
Channel 252: 0
Channel 251: 0
Channel 250: 0
Channel 25: 0
Channel 249: 0
Channel 248: 0
Channel 247: 0
Channel 246: 0
Channel 245: 0
Channel 244: 0
Channel 243: 0
Channel 242: 0
Channel 241: 0
Channel 240: 0
Channel 24: 0
Channel 239: 0
Channel 238: 0
Channel 237: 0
Channel 236: 0
Channel 235: 0
Channel 234: 0
Channel 233: 0
Channel 232: 0
Channel 231: 0
Channel 230: 0
Channel 23: 0
Channel 229: 0
Channel 227: 0
Channel 226: 0
Channel 224: 0
Channel 223: 0
Channel 221: 0
Channel 22: 0
Channel 219: 0
Channel 218: 0
Channel 217: 0
Channel 216: 0
Channel 215: 0
Channel 214: 0
Channel 213: 0
Channel 212: 0
Channel 211: 0
Channel 210: 0
Channel 21: 0
Channel 209: 0
Channel 208: 0
Channel 207: 0
Channel 205: 0
Channel 203: 0
Channel 202: 0
Channel 201: 0
Channel 200: 0
Channel 20: 0
Channel 2: 0
Channel 199: 0
Channel 198: 0
Channel 197: 0
Channel 195: 0
Channel 194: 0
Channel 193: 0
Channel 192: 0
Channel 190: 0
Channel 19: 0
Channel 189: 0
Channel 188: 0
Channel 187: 0
Channel 186: 0
Channel 185: 0
Channel 184: 0
Channel 183: 0
Channel 182: 0
Channel 181: 0
Channel 180: 0
Channel 18: 0
Channel 178: 0
Channel 177: 0
Channel 176: 0
Channel 175: 0
Channel 173: 0
Channel 172: 0
Channel 171: 0
Channel 170: 0
Channel 17: 0
Channel 169: 0
Channel 168: 0
Channel 167: 0
Channel 166: 0
Channel 165: 0
Channel 164: 0
Channel 163: 0
Channel 162: 0
Channel 161: 0
Channel 160: 0
Channel 16: 0
Channel 159: 0
Channel 158: 0
Channel 157: 0
Channel 156: 0
Channel 155: 0
Channel 154: 0
Channel 153: 0
Channel 152: 0
Channel 151: 0
Channel 150: 0
Channel 15: 0
Channel 149: 0
Channel 148: 0
Channel 147: 0
Channel 146: 0
Channel 145: 0
Channel 144: 0
Channel 143: 0
Channel 142: 0
Channel 141: 0
Channel 140: 0
Channel 14: 0
Channel 139: 0
Channel 138: 0
Channel 137: 0
Channel 136: 0
Channel 134: 0
Channel 133: 0
Channel 132: 0
Channel 131: 0
Channel 130: 0
Channel 13: 0
Channel 129: 0
Channel 128: 0
Channel 127: 0
Channel 126: 0
Channel 125: 0
Channel 124: 0
Channel 123: 0
Channel 122: 0
Channel 121: 0
Channel 120: 0
Channel 12: 0
Channel 119: 0
Channel 117: 0
Channel 116: 0
Channel 114: 0
Channel 113: 0
Channel 111: 0
Channel 11: 0
Channel 109: 0
Channel 108: 0
Channel 107: 0
Channel 106: 0
Channel 105: 0
Channel 103: 0
Channel 1023: 0
Channel 1022: 0
Channel 1021: 0
Channel 1020: 0
Channel 102: 0
Channel 1019: 0
Channel 1018: 0
Channel 1017: 0
Channel 1016: 0
Channel 1015: 0
Channel 1014: 0
Channel 1013: 0
Channel 1012: 0
Channel 1011: 0
Channel 1010: 0
Channel 101: 0
Channel 1009: 0
Channel 1008: 0
Channel 1007: 0
Channel 1006: 0
Channel 1005: 0
Channel 1004: 0
Channel 1003: 0
Channel 1002: 0
Channel 1001: 0
Channel 1000: 0
Channel 100: 0
Channel 10: 0
Channel 0: 0
